customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,avg_monthly_charge,is_high_value,tenure_group,num_services,churn_binary
2082-CEFLT,Male,False,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.6,45.6,Yes,45.6,False,0-12m,0,1
1470-PSXNM,Male,False,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.65,4520.15,No,92.24795918367346,True,49-72m,3,0
1213-NGCUN,Female,False,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35,Yes,44.55833333333334,False,0-12m,1,1
2498-XLDZR,Female,False,Yes,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,73.6,2316.85,No,72.4015625,True,25-48m,5,0
9866-OCCKE,Female,True,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,109.75,8075.35,No,112.1576388888889,True,49-72m,5,0
5338-YHWYT,Male,False,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),61.45,2302.35,No,62.225675675675674,False,25-48m,3,0
7718-UPSKJ,Female,False,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.4,7251.9,No,105.1,True,49-72m,5,0
8731-WBBMB,Female,False,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.9,2078.55,No,79.94423076923077,True,25-48m,5,0
1448-CYWKC,Female,False,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.2,6225.4,No,107.33448275862068,True,49-72m,4,0
7901-IIDQV,Male,False,No,No,24,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.6,1242.25,No,51.760416666666664,False,13-24m,1,0
2690-DVRVK,Male,False,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,99.45,No,19.89,False,0-12m,0,0
5688-KZTSN,Male,False,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,288.05,Yes,19.203333333333333,False,13-24m,0,1
1270-XKUCC,Female,False,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,599.25,No,19.975,False,25-48m,0,0
0334-ZFJSR,Female,False,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.05,3462.1,No,62.947272727272725,False,49-72m,3,0
2894-QOJRX,Female,False,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.0,853.0,Yes,34.12,False,25-48m,1,1
5747-PMBSQ,Male,True,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.5,934.1,Yes,93.41,True,0-12m,4,1
5583-EJXRD,Male,False,Yes,Yes,44,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),54.05,2375.2,No,53.98181818181818,False,25-48m,5,0
4565-EVZMJ,Female,False,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,2813.05,No,59.85212765957447,False,25-48m,3,0
3143-JQEGI,Female,False,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,88.35,1222.8,Yes,94.06153846153846,True,13-24m,2,1
6386-SZZKH,Female,False,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,5293.2,Yes,108.02448979591837,True,49-72m,5,1
3327-YBAKM,Female,False,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,96.9,6314.35,No,98.66171875,True,49-72m,4,0
9441-QHEVC,Male,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,19.1,False,0-12m,0,0
6705-LNMDD,Male,False,No,No,20,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.0,1003.05,No,50.152499999999996,False,13-24m,1,0
2580-ASVVY,Female,False,Yes,No,37,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,45.4,1593.1,No,43.056756756756755,False,25-48m,3,0
3370-GQEAL,Male,False,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,85.45,2509.95,No,83.66499999999999,True,25-48m,1,0
5032-USPKF,Female,False,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,3187.65,No,83.88552631578948,True,25-48m,5,0
2982-IHMFT,Female,True,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,74.45,Yes,74.45,True,0-12m,0,1
3521-SYVOR,Female,False,No,No,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.75,2345.2,Yes,63.38378378378378,False,25-48m,2,1
4254-QPEDE,Female,False,Yes,No,52,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),66.25,3330.1,No,64.04038461538461,False,49-72m,6,0
6283-GITPX,Male,False,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),76.9,5522.7,No,77.78450704225352,True,49-72m,5,0
9526-JAWYF,Male,False,No,No,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,Yes,89.81923076923077,True,25-48m,3,1
0771-CHWSK,Male,False,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),74.6,4798.4,No,72.7030303030303,True,49-72m,4,0
9788-HNGUT,Male,False,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.95,8594.4,No,119.36666666666666,True,49-72m,6,0
9495-REDIY,Male,False,No,Yes,25,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),40.65,970.55,No,38.821999999999996,False,25-48m,2,0
5375-XLDOF,Male,False,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.35,7665.8,No,111.09855072463769,True,49-72m,6,0
1172-VIYBP,Male,False,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),69.7,3686.05,No,69.54811320754717,False,49-72m,3,0
5649-VUKMC,Female,False,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,95.5,1115.15,Yes,92.92916666666667,True,0-12m,3,1
6559-PDZLR,Male,False,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65,2537.0,No,97.57692307692308,True,25-48m,4,0
8992-OBVDG,Male,False,No,No,21,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.65,1393.6,No,66.36190476190475,False,13-24m,2,0
4273-MBHYA,Female,False,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,89.35,No,89.35,True,0-12m,2,0
4724-WXVWF,Male,False,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.4,4445.3,No,92.61041666666667,True,25-48m,3,0
5701-GUXDC,Female,False,Yes,No,26,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),35.4,978.6,No,37.63846153846154,False,25-48m,2,0
1460-UZPRJ,Male,False,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,1258.15,No,20.96916666666667,False,49-72m,0,0
6082-GLJIX,Male,False,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,331.35,No,18.408333333333335,False,13-24m,0,0
5143-EGQFK,Female,True,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.65,291.4,Yes,29.139999999999997,False,0-12m,1,1
4919-IKATY,Male,False,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,453.75,Yes,90.75,True,0-12m,2,1
2495-TTHBQ,Female,False,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.4,84.75,No,21.1875,False,0-12m,0,0
0485-ZBSLN,Male,False,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,1715.1,No,26.386153846153846,False,49-72m,0,0
3810-PJUHR,Male,False,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.35,1715.15,No,24.502142857142857,False,49-72m,0,0
9050-QLROH,Male,False,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,Yes,88.73611111111111,True,13-24m,2,1
0847-HGRML,Male,False,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.0,1250.1,No,20.16290322580645,False,49-72m,0,0
8232-CTLKO,Female,False,Yes,Yes,66,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,59.75,3996.8,No,60.55757575757576,False,49-72m,2,0
9227-YBAXE,Female,False,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),82.5,5215.1,No,80.2323076923077,True,49-72m,5,0
6168-WFVVF,Female,True,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,235.5,Yes,78.5,False,0-12m,0,1
9860-LISIZ,Female,False,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,673.2,No,19.8,False,25-48m,0,0
0112-QAWRZ,Male,False,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2,No,90.1375,True,13-24m,2,0
0877-SDMBN,Female,False,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.95,5639.05,Yes,104.42685185185185,True,49-72m,4,1
2786-GCDPI,Female,True,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.95,5222.35,No,104.447,True,49-72m,4,0
4043-MKDTV,Male,False,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,7291.75,No,102.70070422535211,True,49-72m,5,0
8065-YKXKD,Female,False,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,799.65,Yes,79.965,True,0-12m,0,1
9637-EIHEQ,Female,False,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,50.8,50.8,Yes,50.8,False,0-12m,1,1
9229-RQABD,Male,False,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.75,424.5,No,23.583333333333332,False,13-24m,0,0
8313-KTIHG,Male,False,No,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.3,249.4,No,62.35,False,0-12m,2,0
5320-BRKGK,Female,False,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.8,4415.75,No,76.13362068965517,True,49-72m,4,0
6284-KMNUF,Female,False,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,98.0,5270.6,No,94.11785714285715,True,49-72m,3,0
9689-PTNPG,Male,False,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,144.55,Yes,72.275,True,0-12m,1,1
9465-RWMXL,Male,False,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.9,2447.95,Yes,76.4984375,True,25-48m,1,1
6229-UOLQL,Male,False,Yes,Yes,56,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,52.0,2884.9,No,51.51607142857143,False,49-72m,4,0
2362-IBOOY,Male,False,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,3050.15,Yes,84.72638888888889,True,25-48m,1,1
3137-LUPIX,Female,False,No,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,64.4,253.0,No,63.25,False,0-12m,2,0
0843-WTBXE,Male,False,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.45,4517.25,Yes,85.23113207547169,True,49-72m,1,1
6143-JQKEA,Male,False,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.8,436.2,No,43.62,False,0-12m,0,0
8676-OOQEJ,Male,False,No,No,4,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.5,118.4,No,29.6,False,0-12m,1,0
5515-IDEJJ,Male,False,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,Yes,19.9,False,0-12m,0,1
9701-CDXHR,Female,False,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.15,3649.6,No,71.56078431372549,False,49-72m,0,0
7450-NWRTR,Male,True,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.45,1200.15,Yes,100.0125,True,0-12m,3,1
8124-NZVGJ,Female,False,No,No,6,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,49.25,255.6,No,42.6,False,0-12m,3,0
2162-FRZAA,Male,False,Yes,Yes,63,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),39.35,2395.05,No,38.01666666666667,False,49-72m,3,0
5376-DEQCP,Female,False,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.6,70.6,Yes,70.6,True,0-12m,0,1
5118-MUEYH,Female,False,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,5083.55,No,105.90729166666667,True,25-48m,4,0
9095-HFAFX,Female,False,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.0,389.6,Yes,77.92,True,0-12m,1,1
5627-TVBPP,Female,False,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.1,644.5,No,18.414285714285715,False,25-48m,0,0
2379-ENZGV,Male,False,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,523.5,Yes,87.25,True,0-12m,2,1
3936-QQFLL,Male,False,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,39.3,No,19.65,False,0-12m,0,0
2589-AYCRP,Female,False,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,989.05,No,19.781,False,49-72m,0,0
4067-HLYQI,Female,False,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1,No,72.9121212121212,True,25-48m,0,0
5124-EOGYE,Male,False,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,638.55,No,20.598387096774193,False,25-48m,0,0
5057-RKGLH,Female,False,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,191.1,No,21.233333333333334,False,0-12m,0,0
0292-WEGCH,Female,False,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.2,4524.05,No,83.77870370370371,True,49-72m,5,0
8910-ICHIU,Female,False,No,No,46,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.65,4664.2,No,101.39565217391304,True,25-48m,4,0
4097-YODCF,Male,False,No,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,103.8,3470.8,No,102.08235294117648,True,25-48m,4,0
9715-WZCLW,Male,False,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.2,6910.3,No,97.32816901408451,True,49-72m,3,0
9786-YWNHU,Female,False,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,63.55,4014.2,No,63.717460317460315,False,49-72m,4,0
6407-GSJNL,Female,False,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.95,1288.0,No,25.254901960784313,False,49-72m,0,0
6005-OBZPH,Female,True,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,2277.65,Yes,87.60192307692309,True,25-48m,2,1
4049-ZPALD,Female,False,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.0,6375.8,No,99.621875,True,49-72m,4,0
7932-WPTDS,Female,True,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,24.8,False,0-12m,0,1
3733-UOCWF,Male,True,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.55,5251.75,No,86.09426229508196,True,49-72m,2,0
6833-JMZYP,Female,False,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.0,1505.45,No,100.36333333333333,True,13-24m,3,0
2722-VOJQL,Male,False,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.65,6903.1,Yes,107.8609375,True,49-72m,4,1
1310-QRITU,Female,False,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,913.3,No,50.73888888888889,False,13-24m,0,0
8961-QDZZJ,Female,False,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,95.0,5535.8,No,97.11929824561403,True,49-72m,3,0
9715-SBVSU,Male,False,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.4,815.55,No,58.253571428571426,False,13-24m,3,0
8490-BXHEO,Male,True,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1411.65,No,78.42500000000001,True,13-24m,1,0
7173-TETGO,Female,True,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),78.5,5602.25,No,77.80902777777777,True,49-72m,1,0
7929-SKFGK,Male,False,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.3,8244.3,No,117.77571428571427,True,49-72m,6,0
2300-RQGOI,Female,False,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,741.5,No,19.513157894736842,False,25-48m,0,0
3563-SVYLG,Male,False,Yes,Yes,68,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),62.65,4375.8,No,64.35000000000001,False,49-72m,4,0
5228-EXCET,Male,False,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.85,1008.7,Yes,77.5923076923077,True,13-24m,1,1
6435-VWCCY,Male,True,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),92.7,5968.4,No,91.82153846153845,True,49-72m,3,0
4998-IKFSE,Female,False,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.45,3096.9,No,103.23,True,25-48m,3,0
8630-QSGXK,Male,False,Yes,No,51,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.2,3901.25,No,76.49509803921569,True,49-72m,3,0
2455-USLMV,Female,False,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.75,2613.4,No,84.30322580645162,True,25-48m,2,0
7394-FKDNK,Female,False,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.45,853.1,Yes,94.78888888888889,True,0-12m,2,1
9488-FVZCC,Female,False,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),79.5,5661.7,No,78.63472222222222,True,49-72m,5,0
6331-LWDTQ,Male,False,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,Yes,79.425,True,0-12m,2,1
5995-WWKKG,Female,False,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.8,695.05,No,18.785135135135135,False,25-48m,0,0
1597-FZREH,Female,False,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,76.4,160.8,Yes,80.4,True,0-12m,4,1
7879-CGSFV,Male,False,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,5552.05,No,100.94636363636364,True,49-72m,4,0
9921-EZKBY,Male,False,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.3,3275.15,No,99.2469696969697,True,25-48m,3,0
7432-FFVAR,Female,False,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),90.95,4236.6,No,92.10000000000001,True,25-48m,3,0
7246-ZGQDF,Female,False,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.5,54.5,No,54.5,False,0-12m,2,0
7000-WCEVQ,Female,True,No,No,20,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.6,1174.35,Yes,58.717499999999994,False,13-24m,1,1
0727-IWKVK,Male,False,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.9,741.7,Yes,82.41111111111111,True,0-12m,2,1
5959-BELXA,Male,True,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.15,3019.25,Yes,94.3515625,True,25-48m,2,1
4456-RHSNB,Female,False,Yes,Yes,19,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.6,962.9,No,50.67894736842105,False,13-24m,1,0
3512-IZIKN,Female,False,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),65.3,4759.75,Yes,67.99642857142857,False,49-72m,3,1
2481-SBOYW,Female,False,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.0,1498.35,No,24.563114754098358,False,49-72m,0,0
7109-MFBYV,Male,False,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.45,1233.15,No,47.42884615384616,False,25-48m,0,0
1833-TCXKK,Male,False,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,No,108.50666666666667,True,25-48m,4,0
1832-PEUTS,Male,False,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),89.1,5411.65,No,87.28467741935484,True,49-72m,2,0
6141-OOXUQ,Male,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,19.65,Yes,19.65,False,0-12m,0,1
8660-BUETV,Female,False,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,148.05,No,49.35,False,0-12m,0,0
0580-PIQHM,Female,False,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),101.6,3930.55,No,95.86707317073171,True,25-48m,4,0
5696-CEIQJ,Male,False,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.15,6895.5,No,102.91791044776119,True,49-72m,5,0
7503-ZGUZJ,Male,False,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.65,84.65,Yes,84.65,True,0-12m,1,1
1696-HXOWK,Female,False,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,95.65,6856.95,No,96.57676056338028,True,49-72m,3,0
3026-ATZYV,Female,False,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),75.1,2658.8,No,71.85945945945946,True,25-48m,4,0
4012-YCFAI,Male,False,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.35,3766.2,No,62.769999999999996,False,49-72m,3,0
2506-TNFCO,Female,True,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,Yes,69.55,False,0-12m,0,1
